35.8,23.0,28.8,63.0,0.0,8.8,6.0,3.0
35.0,23.0,28.4,68.0,0.0,8.7,5.0,2.0
35.2,22.0,27.1,67.0,0.0,9.0,5.0,2.0
34.4,24.0,28.0,80.0,7.5,4.5,3.0,0.0
33.6,20.4,26.0,71.0,0.0,8.0,6.0,3.0
33.5,22.0,27.5,83.0,0.0,4.7,2.0,2.0
36.5,24.0,28.7,67.0,0.0,6.1,6.0,2.0
32.8,21.0,27.1,72.0,0.0,6.7,7.0,3.0
32.0,22.0,27.4,76.0,0.0,8.0,5.0,3.0
33.3,23.0,27.3,81.0,0.0,8.0,4.0,2.0
32.6,22.0,25.3,80.0,0.0,8.0,7.0,3.0
32.0,24.0,27.2,82.0,0.0,4.0,5.0,1.0
33.2,24.0,27.9,82.0,0.0,7.6,5.0,2.0
33.6,23.0,27.4,77.0,0.0,7.5,0.0,0.0
34.2,25.0,28.9,77.0,0.0,10.9,4.0,2.0
34.2,24.4,28.3,84.0,0.2,1.6,4.0,1.0
33.6,22.0,27.2,80.0,72.7,2.5,0.0,2.0
34.3,21.0,26.2,66.0,0.0,7.8,7.0,2.0
32.8,23.0,26.9,85.0,0.0,7.3,6.0,3.0
33.6,21.0,26.8,78.0,0.0,3.7,4.0,2.0
34.2,21.0,26.8,86.0,0.0,8.9,4.0,1.0
35.0,25.0,29.6,76.0,0.0,5.7,3.0,1.0
33.0,23.0,27.4,76.0,0.0,6.3,4.0,2.0
33.0,23.0,27.4,76.0,0.0,6.3,4.0,2.0
33.5,23.0,27.2,80.0,0.0,5.5,3.0,2.0
33.3,22.0,26.8,76.0,0.0,8.0,5.0,3.0
33.4,21.0,24.6,83.0,0.0,7.5,4.0,1.0
34.4,24.0,28.0,80.0,7.5,4.5,3.0,0.0
35.6,23.0,29.5,71.0,2.0,6.8,4.0,1.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
36.6,23.0,29.1,68.0,0.0,8.5,5.0,2.0
35.0,25.0,29.6,76.0,0.0,5.7,3.0,1.0
31.0,24.0,27.4,87.0,0.5,7.0,5.0,2.0
31.8,24.0,27.8,79.0,0.0,7.6,7.0,3.0
33.2,22.0,27.1,77.0,0.0,10.5,5.0,2.0
31.8,25.0,27.7,78.0,0.0,8.0,6.0,3.0
35.3,23.0,28.5,73.0,0.0,5.7,4.0,2.0
35.4,24.0,29.0,75.0,0.0,3.2,3.0,2.0
34.8,23.0,27.8,74.0,0.0,5.4,5.0,3.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.6,25.0,29.0,83.0,0.0,2.8,3.0,1.0
32.0,22.0,26.8,76.0,0.0,8.1,7.0,4.0
34.4,23.0,27.3,83.0,0.0,7.7,3.0,0.0
33.6,20.4,26.0,71.0,0.0,8.0,6.0,3.0
35.4,21.0,28.0,83.0,0.0,9.2,5.0,2.0
33.9,22.0,26.6,83.0,0.0,7.3,3.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
34.6,23.0,26.5,87.0,27.4,5.0,5.0,3.0
32.4,23.8,27.1,77.0,1.1,5.0,2.0,2.0
33.0,23.0,27.5,88.0,0.0,7.9,4.0,2.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
33.8,24.0,28.3,78.0,0.0,1.0,4.0,2.0
32.6,21.0,26.3,89.0,0.0,4.6,4.0,1.0
34.2,23.0,28.3,76.0,0.0,6.1,6.0,4.0
32.0,23.0,27.4,78.0,0.0,7.7,6.0,3.0
32.8,22.0,26.7,77.0,0.0,9.6,5.0,2.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
31.6,21.0,26.5,76.0,0.0,7.6,7.0,4.0
32.6,22.0,25.3,80.0,0.0,8.0,7.0,3.0
35.4,21.0,28.0,83.0,0.0,9.2,5.0,2.0
34.4,24.0,28.1,78.0,0.0,7.6,3.0,0.0
34.8,23.8,28.2,81.0,0.0,8.0,3.0,2.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.4,23.0,27.6,85.0,0.0,6.3,5.0,2.0
